"","district","A15-19","A20-24","A25-29","A30-34","A35-39","A40-44","A45-49","bemba","english","kaonde","lozi","lunda","luvale","nyanja","other_lang","tonga","no_electricity","yes_electricity","no_cell","yes_cell","catholic","muslim","other_rel","protestant","conn_sewage","unconn_sewage","no_internet","yes_internet"
"57","Lunte District",0.25017667844523,0.195053003533569,0.183745583038869,0.131448763250883,0.102473498233216,0.0770318021201413,0.0600706713780919,0.920141342756184,0,0,0,0,0,0.00141342756183746,0.0784452296819788,0,0.874911660777385,0.125088339222615,0.630388692579505,0.369611307420495,0.342756183745583,0.000706713780918728,0.0643109540636042,0.592226148409894,0.00565371024734982,0.99434628975265,0.996466431095406,0.00353356890459364
"58","Lupososhi",0.245461720599842,0.205998421468035,0.169692186266772,0.120757695343331,0.114443567482242,0.0765588003157064,0.0670876085240726,0.876085240726125,0,0,0,0,0,0,0.123914759273875,0,0.936858721389108,0.0631412786108919,0.738752959747435,0.261247040252565,0.453827940015785,0,0.0718232044198895,0.474348855564325,0.0110497237569061,0.988950276243094,0.997632202052092,0.00236779794790845
"59","Lusaka",0.227264499780208,0.217593670002327,0.195924805419802,0.147286220360458,0.104439790034391,0.0608434825330334,0.0466475318697799,0.206319654539343,0.0729190908385695,0.00250820986217775,0.0125410493108887,0.00186176402141029,0.00204276885682517,0.584490471388307,0.089002663356864,0.0283143278256148,0.327101595428335,0.672898404571665,0.0979753316267163,0.902024668373284,0.190080935019264,0.00894681043622165,0.0683422542859359,0.732630000258578,0.213585705789569,0.786414294210431,0.955446952654307,0.0445530473456934
"60","Luwingu",0.247263361236317,0.204121056020605,0.171925305859627,0.1216999356085,0.116548615582743,0.0740502253702511,0.0643915003219575,0.886027044430135,0,0,0,0,0,0.000643915003219575,0.113329040566645,0,0.913715389568577,0.086284610431423,0.698647778493239,0.301352221506761,0.443013522215068,0,0.0753380553766903,0.481648422408242,0.0167417900837089,0.983258209916291,0.995492594977463,0.00450740502253703
"61","Mafinga",0.259020618556701,0.214561855670103,0.172680412371134,0.100515463917526,0.0966494845360825,0.0889175257731959,0.0676546391752577,0.0270618556701031,0,0,0,0,0,0.00193298969072165,0.971005154639175,0,0.965850515463918,0.0341494845360825,0.746134020618557,0.253865979381443,0.0135309278350515,0,0.130798969072165,0.855670103092783,0,1,0.999355670103093,0.000644329896907216
"62","Mambwe",0.261484098939929,0.192579505300353,0.165488810365135,0.147232037691402,0.103651354534747,0.0736160188457008,0.0559481743227326,0.00765606595995289,0.00117785630153121,0.00117785630153121,0.00117785630153121,0,0,0.0700824499411072,0.918727915194346,0,0.870435806831567,0.129564193168433,0.51472320376914,0.48527679623086,0.263250883392226,0.00117785630153121,0.085394581861013,0.65017667844523,0.0147232037691402,0.98527679623086,0.992343934040047,0.00765606595995289
"63","Mansa",0.258901202546569,0.201367601980665,0.174015562367366,0.118839896250884,0.102805941994813,0.0745107286017449,0.069559066257958,0.565668474416411,0.00188634755953784,0.000471586889884461,0.000235793444942231,0.00117896722471115,0.000471586889884461,0.00282952133930677,0.4248997877859,0.00235793444942231,0.851450129686395,0.148549870313605,0.50106107050224,0.49893892949776,0.241688281065786,0.000471586889884461,0.105871256779062,0.651968875265268,0.0273520396132988,0.972647960386701,0.985145012968639,0.0148549870313605
"64","Manyinga",0.244464127546501,0.192205491585474,0.169176262178919,0.137289636846767,0.112488928255093,0.0797165633303809,0.0646589902568645,0.012400354295837,0,0.0070859167404783,0.00265721877767936,0.271922054915855,0.41452612931798,0.00531443755535872,0.282550930026572,0.00354295837023915,0.882196634189548,0.117803365810452,0.630646589902569,0.369353410097431,0.131975199291408,0.00265721877767936,0.116917626217892,0.74844995571302,0.0177147918511957,0.982285208148804,0.995571302037201,0.00442869796279894
"65","Masaiti",0.26298875200857,0.189608998393144,0.172201392608463,0.120782003213712,0.111140867702196,0.0707016604177825,0.0725763256561328,0.518478843063739,0.0096411355115158,0.000803427959292983,0.00133904659882164,0.00348152115693626,0.00214247455811462,0.00723085163363685,0.449384038564542,0.00749866095340118,0.708355650776647,0.291644349223353,0.332619175147295,0.667380824852705,0.166577396893412,0.00241028387787895,0.0565077664702732,0.774504552758436,0.23701124799143,0.76298875200857,0.989287627209427,0.0107123727905731
"66","Mazabuka",0.253533069530808,0.208592425098926,0.182871678914641,0.130016958733748,0.104861503674392,0.0678349349915206,0.0522894290559638,0.0423968343697004,0.0149802148106275,0,0.0336348219332956,0.000847936687394008,0.0036743923120407,0.0814019219898248,0.0819672131147541,0.741096664782363,0.703787450537027,0.296212549462973,0.310344827586207,0.689655172413793,0.118145845110232,0.00254381006218202,0.0630299604296213,0.816280384397965,0.11503674392312,0.88496325607688,0.985019785189372,0.0149802148106275
"67","Mbala",0.26064139941691,0.208746355685131,0.177842565597668,0.108454810495627,0.110204081632653,0.0723032069970845,0.0618075801749271,0.193002915451895,0,0,0,0,0,0.000583090379008746,0.806413994169096,0,0.882215743440233,0.117784256559767,0.678717201166181,0.321282798833819,0.20932944606414,0,0.075801749271137,0.714868804664723,0.0233236151603499,0.97667638483965,0.997667638483965,0.00233236151603499
"68","Milengi",0.272511848341232,0.18088467614534,0.175355450236967,0.132701421800948,0.106635071090047,0.0624012638230648,0.0695102685624013,0.432069510268562,0,0,0,0,0,0.00157977883096367,0.566350710900474,0,0.933649289099526,0.0663507109004739,0.72827804107425,0.27172195892575,0.278830963665087,0,0.0663507109004739,0.654818325434439,0.0023696682464455,0.997630331753555,1,0
"69","Mitete",0.231631382316314,0.201743462017435,0.171855541718555,0.150684931506849,0.107098381070984,0.0722291407222914,0.0647571606475716,0,0,0,0.386052303860523,0.0199252801992528,0.268991282689913,0,0.325031133250311,0,0.948941469489415,0.0510585305105853,0.76587795765878,0.23412204234122,0.185554171855542,0,0.112079701120797,0.702366127023661,0.0037359900373599,0.99626400996264,0.998754669987547,0.0012453300124533
"70","Mkushi",0.265486725663717,0.213653603034134,0.169405815423515,0.129582806573957,0.108091024020228,0.06826801517067,0.04551201011378,0.286978508217446,0.000632111251580278,0,0.000632111251580278,0,0,0.00505689001264223,0.661188369152971,0.04551201011378,0.860303413400759,0.139696586599241,0.474715549936789,0.525284450063211,0.13716814159292,0.000632111251580278,0.0853350189633375,0.776864728192162,0.00632111251580278,0.993678887484197,0.995575221238938,0.00442477876106195
"71","Mongu",0.232473811442385,0.217969379532635,0.166398066075745,0.137389202256245,0.100725221595488,0.0781627719580983,0.0668815471394037,0.00604351329572925,0.00523771152296535,0,0.828767123287671,0,0.0136986301369863,0.00926672038678485,0.131748589846898,0.00523771152296535,0.781627719580983,0.218372280419017,0.488718775181305,0.511281224818695,0.0866236905721193,0.0016116035455278,0.0995165189363417,0.812248186946011,0.0519742143432716,0.948025785656728,0.987912973408541,0.0120870265914585
"72","Monze",0.26241610738255,0.2082774049217,0.154809843400447,0.136241610738255,0.106263982102908,0.0760626398210291,0.0559284116331096,0.0172259507829978,0.00693512304250559,0.000223713646532438,0.00939597315436242,0.00380313199105145,0.000447427293064877,0.0322147651006711,0.0939597315436242,0.83579418344519,0.831543624161074,0.168456375838926,0.404250559284116,0.595749440715884,0.199552572706935,0.00111856823266219,0.0912751677852349,0.708053691275168,0.0588366890380313,0.941163310961969,0.9917225950783,0.00827740492170022
"73","Mpika",0.257628814407204,0.210105052526263,0.169584792396198,0.12656328164082,0.107553776888444,0.0670335167583792,0.0615307653826913,0.680340170085043,0,0.000500250125062531,0,0,0,0.00200100050025012,0.317158579289645,0,0.859929964982491,0.140070035017509,0.642821410705353,0.357178589294647,0.298649324662331,0,0.088544272136068,0.612806403201601,0.0355177588794397,0.96448224112056,0.99799899949975,0.00200100050025012
"74","Mpongwe",0.254680017414018,0.208097518502394,0.17022202873313,0.14018284719199,0.100565955594253,0.0683500217675229,0.0579016107966913,0.275141488898563,0.00043535045711798,0.00348280365694384,0,0.00522420548541576,0.00043535045711798,0.00261210274270788,0.649107531562908,0.0635611667392251,0.894209838920331,0.105790161079669,0.462777535916413,0.537222464083587,0.101001306051371,0,0.0814105354810623,0.817588158467566,0.0148019155420113,0.985198084457989,0.983892033086635,0.0161079669133653
"75","Mporokoso",0.25,0.198186528497409,0.183937823834197,0.132124352331606,0.099740932642487,0.0764248704663212,0.0595854922279793,0.930051813471503,0,0,0,0,0,0,0.0699481865284974,0,0.895077720207254,0.104922279792746,0.656735751295337,0.343264248704663,0.339378238341969,0,0.0634715025906736,0.597150259067358,0.00129533678756477,0.998704663212435,1,0
"76","Mpulungu",0.243444055944056,0.20979020979021,0.19798951048951,0.118881118881119,0.10708041958042,0.0638111888111888,0.0590034965034965,0.266171328671329,0.000874125874125874,0,0.000437062937062937,0,0,0.00131118881118881,0.731206293706294,0,0.892045454545455,0.107954545454545,0.646853146853147,0.353146853146853,0.126748251748252,0.00917832167832168,0.0791083916083916,0.784965034965035,0.013548951048951,0.986451048951049,0.993881118881119,0.00611888111888112
"77","Mufulira",0.274096385542169,0.190361445783133,0.171084337349398,0.126807228915663,0.0927710843373494,0.0756024096385542,0.0692771084337349,0.889457831325301,0.0177710843373494,0.00331325301204819,0.00451807228915663,0.00210843373493976,0.00421686746987952,0.00753012048192771,0.0644578313253012,0.00662650602409639,0.388855421686747,0.611144578313253,0.156024096385542,0.843975903614458,0.217469879518072,0.00331325301204819,0.0677710843373494,0.71144578313253,0.662650602409639,0.337349397590361,0.962349397590361,0.0376506024096386
"78","Mufumbwe",0.26681783824641,0.204081632653061,0.180650037792895,0.120181405895692,0.102796674225246,0.0763416477702192,0.0491307634164777,0.0166288737717309,0.00151171579743008,0.373393801965231,0.055177626606198,0.159486016628874,0.120937263794407,0.00151171579743008,0.26681783824641,0.00453514739229025,0.90854119425548,0.09145880574452,0.529100529100529,0.470899470899471,0.0597127739984883,0.00151171579743008,0.136810279667423,0.801965230536659,0.00151171579743008,0.99848828420257,0.991685563114135,0.00831443688586546
"79","Mulobezi",0.241150442477876,0.209070796460177,0.179203539823009,0.141592920353982,0.0984513274336283,0.0685840707964602,0.0619469026548673,0.00110619469026549,0.00221238938053097,0,0.879424778761062,0,0.00110619469026549,0.00110619469026549,0.11283185840708,0.00221238938053097,0.871681415929204,0.128318584070796,0.591814159292035,0.408185840707965,0.111725663716814,0,0.0984513274336283,0.789823008849557,0.00995575221238938,0.990044247787611,1,0
"80","Mumbwa",0.261166916007694,0.205599487069887,0.169908100021372,0.130369737123317,0.0980978841632828,0.0741611455439196,0.0606967300705279,0.0487283607608463,0.00470185937166061,0.0410344090617653,0.0303483650352639,0.00149604616371019,0.00619790553537081,0.185082282539004,0.414832229108784,0.267578542423595,0.863004915580252,0.136995084419748,0.38533874759564,0.61466125240436,0.069245565291729,0.00170976704424022,0.139132293225048,0.789912374438983,0.0329130156016243,0.967086984398376,0.991023723017739,0.00897627698226117
"81","Mungwi",0.249446727790073,0.191274106860575,0.17926019601644,0.121403730635473,0.1036990199178,0.0825165981662978,0.0723996206133418,0.895352513436611,0,0,0.000316155548529877,0.000632311097059753,0,0.000316155548529877,0.10338286436927,0,0.92349035725577,0.0765096427442302,0.647486563389188,0.352513436610813,0.466961745178628,0,0.0935820423648435,0.439456212456529,0.00442617767941827,0.995573822320582,0.996838444514701,0.00316155548529877
"82","Mushindano",0.268167860798362,0.212896622313204,0.186284544524053,0.127942681678608,0.0951893551688843,0.0583418628454452,0.0511770726714432,0.226202661207779,0.00818833162743091,0.382804503582395,0,0.156601842374616,0.0337768679631525,0.0102354145342886,0.181166837256909,0.00102354145342886,0.767656090071648,0.232343909928352,0.397134083930399,0.602865916069601,0.0941658137154555,0.00102354145342886,0.102354145342886,0.802456499488229,0.101330603889458,0.898669396110543,0.989764585465711,0.0102354145342886
"83","Mwandi",0.240938166311301,0.208955223880597,0.183368869936034,0.142857142857143,0.0980810234541578,0.0660980810234542,0.0597014925373134,0,0,0,0.889125799573561,0,0,0,0.108742004264392,0.00213219616204691,0.876332622601279,0.123667377398721,0.588486140724947,0.411513859275053,0.113006396588486,0,0.0980810234541578,0.788912579957356,0.0106609808102345,0.989339019189765,1,0
"84","Mwansabombwe",0.262135922330097,0.199029126213592,0.16747572815534,0.116504854368932,0.109223300970874,0.0800970873786408,0.0655339805825243,0.856796116504854,0,0,0,0.0194174757281553,0,0,0.12378640776699,0,0.919902912621359,0.0800970873786408,0.645631067961165,0.354368932038835,0.247572815533981,0,0.0728155339805825,0.679611650485437,0.00242718446601942,0.997572815533981,1,0
"85","Mwense",0.243295019157088,0.191570881226054,0.170498084291188,0.132183908045977,0.113984674329502,0.0804597701149425,0.068007662835249,0.85536398467433,0.000957854406130268,0,0,0.0517241379310345,0,0,0.0919540229885057,0,0.924329501915709,0.0756704980842912,0.622605363984674,0.377394636015326,0.164750957854406,0,0.0517241379310345,0.783524904214559,0.00191570881226054,0.998084291187739,0.994252873563218,0.00574712643678161
"86","Mwinilunga",0.27478960848884,0.191730698865715,0.167581412367362,0.132089279180388,0.103549213318697,0.0713501646542261,0.0589096231247713,0.0160995243322356,0.00109769484083425,0.00768386388583974,0.000731796560556165,0.829857299670692,0.0021953896816685,0.00329308452250274,0.137577753384559,0.00146359312111233,0.899743871203805,0.100256128796195,0.743139407244786,0.256860592755214,0.173801683132089,0.00109769484083425,0.156604463959019,0.668496158068057,0.0164654226125137,0.983534577387486,0.994145627515551,0.00585437248444932
"87","Nakonde",0.248268319358367,0.224571636893912,0.174626321545753,0.122129055778345,0.0984323733138899,0.0736419978126139,0.0583302952971199,0.205978855267955,0,0.000364564345607,0.000364564345607,0,0,0.00619759387531899,0.786729857819905,0.000364564345607,0.87969376594969,0.12030623405031,0.506379876048123,0.493620123951877,0.0510390083849799,0.001093693036821,0.0845789281808239,0.863288370397375,0.00583302952971199,0.994166970470288,0.993437841779074,0.00656215822092599
"88","Nalolo",0.242596810933941,0.193621867881549,0.183371298405467,0.136674259681093,0.105922551252847,0.0751708428246014,0.0626423690205011,0,0,0,0.793849658314351,0,0.00341685649202733,0,0.202733485193622,0,0.912300683371298,0.0876993166287016,0.702733485193622,0.297266514806378,0.0546697038724374,0,0.120728929384966,0.824601366742597,0.0125284738041002,0.9874715261959,0.996583143507973,0.00341685649202733
"89","Namwala",0.246860112602858,0.210913815504547,0.161974880900823,0.145950627977479,0.106539627544392,0.0736249458640104,0.05413598960589,0.0160242529233434,0,0,0.0138588133391078,0.00086617583369424,0.00389779125162408,0.0138588133391078,0.363793850151581,0.587700303161542,0.879601559116501,0.120398440883499,0.508012126461672,0.491987873538328,0.0857514075357298,0,0.104807275877003,0.809441316587267,0.0255521870939801,0.97444781290602,0.996535296665223,0.00346470333477696
"90","Nchelenge",0.229525862068966,0.204741379310345,0.183459051724138,0.134159482758621,0.10614224137931,0.0778556034482759,0.0641163793103448,0.908943965517241,0,0.000538793103448276,0.000269396551724138,0.00942887931034483,0,0.000808189655172414,0.0797413793103448,0.000269396551724138,0.942618534482759,0.0573814655172414,0.648706896551724,0.351293103448276,0.166487068965517,0.000538793103448276,0.0875538793103448,0.74542025862069,0.00915948275862069,0.990840517241379,0.997306034482759,0.00269396551724138
"91","Ndola",0.253097789685198,0.202193569993302,0.179504353650368,0.132200267916946,0.102813127930342,0.0704119223040857,0.0597789685197589,0.858841259209645,0.0385130609511052,0.00293034159410583,0.00251172136637642,0.00200937709310114,0.00234427327528466,0.0159912926992632,0.0699095780308105,0.0069490957803081,0.426239115874079,0.573760884125921,0.148024112525117,0.851975887474883,0.212575351640991,0.0102143335565975,0.0560113864701942,0.721198928332217,0.462659075686537,0.537340924313463,0.965589417280643,0.034410582719357
"92","Ngabwe",0.259924780610113,0.197241955704137,0.167989970748015,0.130798161303803,0.106560802340159,0.0748015043877977,0.0626828249059758,0.475553698286669,0.000417885499373172,0.00250731299623903,0.00125365649811952,0.00125365649811952,0.000835770998746344,0.00961136648558295,0.398662766402006,0.109903886335144,0.871709151692436,0.128290848307564,0.411617216882574,0.588382783117426,0.145842039281237,0.000417885499373172,0.100710405348934,0.753029669870455,0.031759297952361,0.968240702047639,0.997492687003761,0.00250731299623903
"93","Nkeyema",0.238030095759234,0.194254445964432,0.181942544459644,0.13953488372093,0.101231190150479,0.0807113543091655,0.0642954856361149,0.012311901504788,0,0.012311901504788,0.369357045143639,0,0.0492476060191518,0.0150478796169631,0.532147742818057,0.00957592339261286,0.901504787961696,0.0984952120383037,0.6703146374829,0.3296853625171,0.0834473324213406,0,0.102599179206566,0.813953488372093,0.012311901504788,0.987688098495212,1,0
"94","Nsama",0.225352112676056,0.183738796414853,0.206145966709347,0.133802816901408,0.105633802816901,0.0800256081946223,0.0653008962868118,0.677336747759283,0,0,0,0,0,0.00320102432778489,0.318822023047375,0.000640204865556978,0.943661971830986,0.0563380281690141,0.768245838668374,0.231754161331626,0.186299615877081,0.0128040973111396,0.156209987195903,0.644686299615877,0.0089628681177977,0.991037131882202,0.992957746478873,0.00704225352112676
"95","Nyimba",0.23802541544477,0.205278592375367,0.16911045943304,0.132942326490714,0.108015640273705,0.0772238514173998,0.0694037145650049,0.00391006842619746,0,0,0,0,0.000488758553274682,0.021505376344086,0.971163245356794,0.00293255131964809,0.900293255131965,0.0997067448680352,0.59188660801564,0.40811339198436,0.260508308895406,0.0122189638318671,0.0948191593352884,0.632453567937439,0.00782013685239492,0.992179863147605,0.999022482893451,0.000977517106549365
"96","Pemba",0.26614481409002,0.199608610567515,0.169602087410307,0.125244618395303,0.101761252446184,0.0724070450097847,0.0652315720808871,0.020221787345075,0.00521852576647097,0,0.0104370515329419,0,0.000652315720808871,0.0587084148727984,0.0815394651011089,0.823222439660796,0.798434442270059,0.201565557729941,0.383561643835616,0.616438356164384,0.0652315720808871,0,0.0828440965427267,0.851924331376386,0.0593607305936073,0.940639269406393,0.993476842791911,0.00652315720808871
"97","Petauke",0.241882271227644,0.208022226080917,0.177982288591769,0.130578225386352,0.103663830526133,0.0744920993227991,0.0633790588643862,0.00816113908664699,0,0.000520923771488106,0.000868206285813509,0.000173641257162702,0,0.023267928459802,0.966139954853273,0.000868206285813509,0.890779649244661,0.109220350755339,0.605487063726341,0.394512936273659,0.265323840944608,0.0092029866296232,0.101753776697343,0.623719395728425,0.00694565028650807,0.993054349713492,0.996700816113909,0.00329918388609134
"98","Rufunsa",0.261843238587425,0.199827734711456,0.172265288544358,0.139821992535171,0.0999138673557278,0.0703416594889463,0.0559862187769165,0.0709158771174275,0.0189491817398794,0.00200976169968418,0.0134941142693081,0.000574217628481194,0.00229687051392478,0.512776342233707,0.320126327878266,0.0588573069193224,0.715188056273328,0.284811943726672,0.267585414872237,0.732414585127763,0.214757393051967,0.00315819695664657,0.0956072351421189,0.686477174849268,0.0657479184610968,0.934252081538903,0.983060579959805,0.0169394200401952
"99","Samfya",0.248868778280543,0.18552036199095,0.175716440422323,0.125942684766214,0.114630467571644,0.081447963800905,0.0678733031674208,0.403469079939668,0,0,0,0,0,0,0.596530920060332,0,0.937405731523379,0.0625942684766214,0.749622926093514,0.250377073906486,0.440422322775264,0,0.0542986425339367,0.505279034690799,0.000754147812971342,0.999245852187029,0.999245852187029,0.000754147812971342
"100","Senanga",0.241998060135791,0.191561590688652,0.182347235693501,0.139670223084384,0.104267701260912,0.077109602327837,0.0630455868089234,0.001454898157129,0.000969932104752667,0,0.798254122211445,0,0.007274490785645,0.00242483026188167,0.187681862269641,0.00193986420950533,0.899612027158099,0.100387972841901,0.687681862269641,0.312318137730359,0.0514064015518914,0.001454898157129,0.126576139670223,0.820562560620756,0.016003879728419,0.983996120271581,0.99466537342386,0.00533462657613967
"101","Senga Hill",0.258278145695364,0.209713024282561,0.175864606328182,0.108903605592347,0.109639440765269,0.0743193524650478,0.0632818248712288,0.207873436350258,0.000367917586460633,0,0.000367917586460633,0,0.000367917586460633,0.00404709345106696,0.786975717439294,0,0.871228844738778,0.128771155261221,0.671449595290655,0.328550404709345,0.210448859455482,0.00183958793230316,0.076158940397351,0.711552612214864,0.0364238410596026,0.963576158940397,0.993377483443709,0.00662251655629139
"102","Serenje",0.253388946819604,0.195516162669447,0.17466110531804,0.131386861313869,0.10844629822732,0.0740354535974974,0.0625651720542232,0.187695516162669,0.00364963503649635,0.000521376433785193,0.000521376433785193,0.00156412930135558,0,0.00677789363920751,0.795099061522419,0.00417101147028154,0.888946819603754,0.111053180396246,0.655370177267988,0.344629822732013,0.109489051094891,0.000521376433785193,0.103753910323253,0.786235662148071,0.0364963503649635,0.963503649635037,0.994786235662148,0.00521376433785193
"103","Sesheke",0.240654205607477,0.210280373831776,0.179906542056075,0.139018691588785,0.100467289719626,0.0677570093457944,0.0619158878504673,0.00116822429906542,0.00233644859813084,0,0.876168224299065,0,0.00116822429906542,0.00116822429906542,0.115654205607477,0.00233644859813084,0.867990654205608,0.132009345794393,0.588785046728972,0.411214953271028,0.110981308411215,0,0.100467289719626,0.788551401869159,0.0105140186915888,0.989485981308411,1,0
"104","Shang'ombo",0.244879786286732,0.212822796081923,0.186108637577916,0.113980409617097,0.0961709706144256,0.068566340160285,0.0774710596616207,0,0,0,0.670525378450579,0,0.00178094390026714,0,0.327693677649154,0,0.945681211041852,0.0543187889581478,0.833481745325022,0.166518254674978,0.146927871772039,0,0.143365983971505,0.709706144256456,0,1,1,0
"105","Shibuyunji",0.266169154228856,0.218905472636816,0.169154228855721,0.126865671641791,0.101990049751244,0.0671641791044776,0.0497512437810945,0.0373134328358209,0,0.0323383084577114,0.0223880597014925,0,0.00248756218905473,0.208955223880597,0.360696517412935,0.335820895522388,0.845771144278607,0.154228855721393,0.370646766169154,0.629353233830846,0.0497512437810945,0,0.114427860696517,0.835820895522388,0.0373134328358209,0.962686567164179,1,0
"106","Shiwamg'andu",0.251557259223766,0.195495927168184,0.172496406324868,0.124101581217058,0.104456157163392,0.0833732630570196,0.0685194058457115,0.884523239099185,0.00095831336847149,0,0,0,0,0.00143747005270724,0.1126018207954,0.000479156684235745,0.903689506468615,0.0963104935313848,0.644465740297077,0.355534259702923,0.265931959750838,0.00095831336847149,0.0737901293723047,0.659319597508385,0.0158121705797796,0.98418782942022,0.992812649736464,0.00718735026353618
"107","Siavonga",0.24622030237581,0.199784017278618,0.182505399568035,0.134989200863931,0.0950323974082073,0.0734341252699784,0.0680345572354212,0.0259179265658747,0.00215982721382289,0,0,0,0,0.11231101511879,0.134989200863931,0.724622030237581,0.838012958963283,0.161987041036717,0.758099352051836,0.241900647948164,0.130669546436285,0,0.107991360691145,0.76133909287257,0.0280777537796976,0.971922246220302,0.996760259179266,0.00323974082073434
"108","Sikongo",0.229454841334418,0.21806346623271,0.170056956875509,0.126118795768918,0.0992676973148902,0.080553295362083,0.0764849471114727,0,0,0,0.516680227827502,0,0.00569568755085435,0,0.477624084621644,0,0.935720097640358,0.064279902359642,0.819365337672905,0.180634662327095,0.0821806346623271,0,0.144833197721725,0.772986167615948,0.00569568755085435,0.994304312449146,0.997558991049634,0.00244100895036615
"109","Sinazongwe",0.259274032708416,0.19744714798564,0.16633426406063,0.130833665735939,0.0993218986836857,0.0769844435580375,0.0698045472676506,0.0299162345432788,0.00159553250897487,0.000797766254487435,0.00638213003589948,0,0.000797766254487435,0.0131631431990427,0.0582369365775828,0.889110490626246,0.852812126047068,0.147187873952932,0.504986039090547,0.495013960909454,0.0670123653769445,0.000797766254487435,0.0933386517750299,0.838851216593538,0.065017949740726,0.934982050259274,0.990027921818907,0.00997207818109294
"110","Sinda",0.245232519237203,0.20475075276012,0.174305787888926,0.129474740715959,0.107393777183004,0.070926731348277,0.0679156908665105,0.00535296085647374,0.000334560053529609,0,0,0,0,0.0598862495817999,0.934426229508197,0,0.874874539979926,0.125125460020074,0.614252258280361,0.385747741719639,0.285045165607226,0.00869856139176982,0.110070257611241,0.596186015389762,0.00635664101706256,0.993643358982937,0.997658079625293,0.00234192037470726
"111","Sioma",0.24780487804878,0.213658536585366,0.188292682926829,0.113170731707317,0.095609756097561,0.0663414634146341,0.0751219512195122,0,0,0,0.681951219512195,0,0,0,0.318048780487805,0,0.959024390243902,0.0409756097560976,0.845853658536585,0.154146341463415,0.146341463414634,0,0.142439024390244,0.711219512195122,0,1,1,0
"112","Solwezi",0.263601855757065,0.211725010544074,0.188106284268241,0.126950653732602,0.0957401940109658,0.0607338675664277,0.0531421341206242,0.130746520455504,0.0113876001687052,0.432307043441586,0.00253057781526782,0.180092787853226,0.041754533951919,0.0126528890763391,0.185575706452973,0.00295234078447912,0.80261493040911,0.19738506959089,0.420497680303669,0.579502319696331,0.0885702235343737,0.00168705187684521,0.114719527625474,0.795023196963307,0.0358498523829608,0.964150147617039,0.984816533108393,0.0151834668916069
"113","Vubwi",0.254278728606357,0.198044009779951,0.160146699266504,0.136919315403423,0.105134474327628,0.0794621026894866,0.0660146699266504,0.00244498777506112,0,0,0,0,0,0.0537897310513447,0.943765281173594,0,0.886308068459658,0.113691931540342,0.671149144254279,0.328850855745721,0.334963325183374,0,0.113691931540342,0.551344743276284,0.00611246943765281,0.993887530562347,0.997555012224939,0.00244498777506112
"114","Zambezi",0.245723172628305,0.182477967858994,0.178330741316744,0.135303265940902,0.115085536547434,0.0803525142560912,0.0627268014515293,0.00673924313115604,0,0.0031104199066874,0.0222913426645931,0.372213582166926,0.48315189217211,0.00362882322446864,0.107827890098497,0.00103680663556247,0.901503369621566,0.0984966303784344,0.696734059097978,0.303265940902022,0.10523587350959,0.00207361327112494,0.101607050285122,0.791083462934163,0.00725764644893727,0.992742353551063,0.996889580093313,0.0031104199066874
"115","Zimba",0.267171956418759,0.209853150165798,0.16816674561819,0.133112269066793,0.0999526290857414,0.0658455708195168,0.0558976788252013,0.00284225485551871,0.000473709142586452,0,0.00236854571293226,0,0.000947418285172904,0.0123164377072477,0.0956892468024633,0.885362387494079,0.891046897205116,0.108953102794884,0.570345807674088,0.429654192325912,0.0232117479867361,0,0.0885836096636665,0.888204642349597,0.0137375651350071,0.986262434864993,0.996684036001895,0.00331596399810516
